name,iata,icao,country,lat,lon
Melbourne Essendon Airport,MEB,YMEN,Australia,-37.731159,144.901306
Melbourne International Airport,MLB,KMLB,United States,28.102751,-80.645203
Melbourne Lilydale Airport,QLL,YLIL,Australia,-37.692448,145.366562
Melbourne Moorabbin Airport,MBW,YMMB,Australia,-37.9758,145.102203
Melfa Accomack County Airport,MFV,KMFV,United States,37.647095,-75.76091
Melilla Airport,MLN,GEML,Spain,35.279812,-2.95625
Melo Cerro Largo International Airport,MLZ,SUMO,Uruguay,-32.337746,-54.216408
Melun Villaroche Airport,QFM,LFPM,France,48.605293,2.670833
Memanbetsu Airport,MMB,RJCM,Japan,43.8806,144.164001
Memmingen Airport,FMM,EDJA,Germany,47.988609,10.239444
Memphis International Airport,MEM,KMEM,United States,35.042412,-89.976601
Mena Intermountain Municipal Airport,UMZ,KMEZ,United States,34.543015,-94.207199
Mende Brenoux Airport,MEN,LFNB,France,44.504082,3.527633
Mendi Airport,MDU,AYMN,Papua New Guinea,-6.147783,143.657104
Mendoza El Plumerillo International Airport,MDZ,SAME,Argentina,-32.831535,-68.792862
Mengen Hohentengen Airport,QCM,EDTM,Germany,48.053753,9.372239
Menominee Marinette Twin County Airport,MNM,KMNM,United States,45.126652,-87.638397
Menongue Airport,SPP,FNME,Angola,-14.6575,17.71983
Merauke Mopah International Airport,MKQ,WAKK,Indonesia,-8.52029,140.418396
Merced Municipal Airport,MCE,KMCE,United States,37.284721,-120.512779
Meribel Airport,MFX,LFKX,France,45.40744,6.577674
Merida Rejon Airport,MID,MMMD,Mexico,20.936979,-89.6576
Meridian Regional Airport,MEI,KMEI,United States,32.337223,-88.749168
Merimbula Airport,MIM,YMER,Australia,-36.9086,149.901306
Merlo Valle Del Conlara International Airport,RLO,SAOS,Argentina,-32.3843,-65.1856
Merritt Island Airport,COI,KCOI,United States,28.3416,-80.685501
Mersin Cukurova International Airport,COV,LTDB,Turkey,36.892776,35.072136
Merty Merty Airport,RTY,YMYT,Australia,-28.5833,140.317001
Meru Mulika Lodge Airport,JJM,HKMK,Kenya,0.165006,38.195026
Merville Calonne Airport,HZB,LFQT,France,50.618401,2.64224
Merzifon Airport,MZH,LTAP,Turkey,40.829369,35.521992
Mesa Falcon Field Airport,MSC,KFFZ,United States,33.4608,-111.727997
Meschede Schuren Airport,QMM,EDKM,Germany,51.301945,8.238437
Mesquite Metro Airport,QNQ,KHQZ,United States,32.747681,-96.530388
Metz-Nancy-Lorraine Airport,ETZ,LFJL,France,48.978329,6.246667
Meulaboh Cut Nyak Dhien Airport,MEQ,WITC,Indonesia,4.040779,96.253479
Mexicali International Airport,MXL,MMML,Mexico,32.63063,-115.240997
Mexico City Atizapan Jimenez Cantu Airport,AZP,MMJC,Mexico,19.574911,-99.288811
Mexico City Felipe Angeles International Airport,NLU,MMSM,Mexico,19.755301,-99.016403
Mexico City International Airport,MEX,MMMX,Mexico,19.4363,-99.071999
Mfuwe Airport,MFU,FLMF,Zambia,-13.259051,31.935701
Miami Dade Collier Training and Transition Airport,TNT,KTNT,United States,25.861799,-80.897003
Miami Executive Airport,TMB,KTMB,United States,25.647881,-80.432701
Miami International Airport,MIA,KMIA,United States,25.793249,-80.290497
Miami Municipal Airport,MIO,KMIO,United States,36.908009,-94.887489
Miami Opa Locka Executive Airport,OPF,KOPF,United States,25.907,-80.278297
Mianyang Nanjiao Airport,MIG,ZUMY,China,31.43111,104.738052
Michigan City Municipal Airport,MGC,KMGC,United States,41.704376,-86.820702
Middlemount Airport,MMM,YMMU,Australia,-22.8025,148.705002
Middleton Island Airport,MDO,PAMD,United States,59.447777,-146.308151
Middletown Regional Airport,MWO,KMWO,United States,39.529251,-84.394165
Midland Airpark,MDD,KMDD,United States,32.033176,-102.098862
Midland International Airport,MAF,KMAF,United States,31.94252,-102.200996
Mielec Airport,QPM,EPML,Poland,50.322224,21.462221
Mikkeli Airport,MIK,EFMI,Finland,61.686764,27.201553
Milan Bergamo Orio al Serio International Airport,BGY,LIME,Italy,45.668304,9.704209
Milan Linate Airport,LIN,LIML,Italy,45.445099,9.276739
Milan Malpensa Airport,MXP,LIMC,Italy,45.6306,8.728111
Mildura Airport,MQL,YMIA,Australia,-34.229099,142.085495
Miles Airport,WLE,YMLS,Australia,-26.809168,150.164993
Miles City Municipal Airport,MLS,KMLS,United States,46.430557,-105.880554
Milford Municipal Airport,MLF,KMLF,United States,38.42498,-113.013298
Milford Sound Airport,MFN,NZMF,New Zealand,-44.673302,167.923294
Mili Island Airport,MIJ,MLIP,Marshall Islands,6.084568,171.73143
Milikapiti Snake Bay Airport,SNB,YSNK,Australia,-11.418173,130.649033
Milingimbi Airport,MGT,YMGB,Australia,-12.093703,134.893524
Milledgeville Baldwin County Airport,MLJ,KMLJ,United States,33.154213,-83.241035
Millicent Airport,MLR,YMCT,Australia,-37.582989,140.366684
Millington Memphis Airport,NQA,KNQA,United States,35.356659,-89.870201
Millville Executive Airport,MIV,KMIV,United States,39.367802,-75.072197
Milos Island National Airport,MLO,LGML,Greece,36.69611,24.477501
Milton Whiting Field Naval Air Station,NSE,KNSE,United States,30.722469,-87.023903
Milwaukee General Mitchell International Airport,MKE,KMKE,United States,42.94722,-87.8965
Milwaukee Lawrence J. Timmerman Airport,MWC,KMWC,United States,43.110638,-88.033295
Minamidaito Airport,MMD,ROMD,Japan,25.846531,131.263397
Minatitlan Coatzacoalcos International Airport,MTT,MMMT,Mexico,18.103411,-94.580597
Minchumina Airport,LMA,PAMH,United States,63.885136,-152.30394
Minden Tahoe Airport,MEV,KMEV,United States,39.0,-119.75
Mineral Point Iowa County Airport,QQJ,KMRJ,United States,42.886944,-90.236664
Mineral Wells Airport,MWL,KMWL,United States,32.781601,-98.060097
Mineralnye Vody Airport,MRV,URMM,Russia,44.225071,43.081879
Minlaton Airport,XML,YMIN,Australia,-34.743229,137.528931
Minna Airport,MXJ,DNMN,Nigeria,9.652172,6.462256
Minneapolis Anoka County Blaine Airport,QQA,KANE,United States,45.145,-93.210281
Minneapolis Crystal Airport,MIC,KMIC,United States,45.061943,-93.353889
Minneapolis Flying Cloud Airport,FCM,KFCM,United States,44.827221,-93.457222
Minneapolis Saint Paul International Airport,MSP,KMSP,United States,44.88195,-93.221703
Minocqua Woodruff Lakeland Airport,ARV,KARV,United States,45.924168,-89.732224
Minot Air Force Base,MIB,KMIB,United States,48.416069,-101.358711
Minot International Airport,MOT,KMOT,United States,48.257629,-101.278
Minsk National Airport,MSQ,UMMS,Belarus,53.882462,28.030729
Minto Al Wright Airport,MNT,K51Z,United States,65.149956,-149.364716
Miraflores Airport,MFS,SKMF,Colombia,1.339328,-71.952026
Miramichi Airport,YCH,CYCH,Canada,47.007771,-65.449097
Miri Airport,MYY,WBGR,Malaysia,4.322014,113.986801
Mirny Airport,MJZ,UERR,Russia,62.534679,114.038902
Misawa Airport,MSJ,RJSM,Japan,40.70322,141.368301
Misima Island Airport,MIS,AYMS,Papua New Guinea,-10.6892,152.837997
Misrata International Airport,MRA,HLMS,Libya,32.327263,15.05955
Missoula International Airport,MSO,KMSO,United States,46.916302,-114.089996
Mitchell Airport,MTQ,YMIT,Australia,-26.486603,147.944641
Mitchell Municipal Airport,MHE,KMHE,United States,43.77103,-98.037498
Mitchell Plateau Airport,MIH,YMIP,Australia,-14.791047,125.825867
Mitu Fabio Alberto Leon Bentley Airport,MVP,SKMU,Colombia,1.253531,-70.234001
Miyakejima Airport,MYE,RJTQ,Japan,34.072659,139.560043
Miyako Airport,MMY,ROMY,Japan,24.782829,125.295097
Miyazaki Airport,KMI,RJFM,Japan,31.87722,131.448593
Mnichovo Hradiste Airport,HRA,LKMH,Czechia,50.540024,15.006487
Mo i Rana Airport,MQN,ENRA,Norway,66.363876,14.30138
Moab Canyonlands Field,CNY,KCNY,United States,38.759445,-109.746109
Moberly Airport,MBY,KMBY,United States,39.46389,-92.426666
Mobile International Airport,BFM,KBFM,United States,30.620049,-88.065941
Mobile Regional Airport,MOB,KMOB,United States,30.69141,-88.242798
Mobridge Municipal Airport,MBG,KMBG,United States,45.544731,-100.406876
Modena Marzaglia Airport,QIM,LIPM,Italy,44.631397,10.808599
Modesto City County Airport,MOD,KMOD,United States,37.625809,-120.954002
Moenjodaro Airport,MJD,OPMJ,Pakistan,27.33515,68.143051
Mogadishu Aden Adde International Airport,MGQ,HCMM,Somalia,2.014444,45.304722
Mogilev Airport,MVQ,UMOO,Belarus,53.954899,30.0951
Mohe Gulian Airport,OHE,ZYMH,China,52.921131,122.420593
Mojave Air and Space Port,MHV,KMHV,United States,35.059113,-118.148285
Mokuleia Dillingham Airport,HDH,PHDH,United States,21.57946,-158.19725
Mokuti Lodge Airport,OKU,FYMO,Namibia,-18.813002,17.057985
Molde Aro Airport,MOL,ENML,Norway,62.74472,7.2625
Moline Quad City International Airport,MLI,KMLI,United States,41.448879,-90.504738
Mollis Airport,QYW,LSZM,Switzerland,47.078255,9.064686
Mombasa Moi International Airport,MBA,HKMO,Kenya,-4.03483,39.59425
Mompos San Bernardo Airport,MMP,SKIO,Colombia,9.259722,-74.437775
Monastir Habib Bourguiba International Airport,MIR,DTMB,Tunisia,35.758049,10.75472
Monbetsu Airport,MBE,RJEB,Japan,44.303909,143.404007
Monclova International Airport,LOV,MMMV,Mexico,26.95573,-101.470001
Moncton International Airport,YQM,CYQM,Canada,46.112221,-64.678596
Mong Hsat Airport,MOG,VYMS,Myanmar (Burma),20.517553,99.259354
Mongomo Mongomeyen Airport,GEM,FGMY,Equatorial Guinea,1.68363,11.024275
Monkey Mia Shark Bay Airport,MJK,YSHK,Australia,-25.893333,113.576668
Monroe Custer Airport,QQM,KTTF,United States,41.93935,-83.434921
Monroe Executive Airport,QSQ,KEQY,United States,35.018452,-80.620728
Monroe Regional Airport,MLU,KMLU,United States,32.51086,-92.037598
Monroeville Monroe County Airport,MVC,KMVC,United States,31.458,-87.350998
Monrovia Roberts International Airport,ROB,GLRB,Liberia,6.233789,-10.3623
Mont Tremblant International Airport,YTM,CYFJ,Canada,46.409168,-74.779999
Mont-Joli Airport,YYY,CYYY,Canada,48.608608,-68.208
Montague Siskiyou County Airport,SIY,KSIY,United States,41.776459,-122.469391
Montauban Airport,QFQ,LFDB,France,44.027069,1.376231
Montauk Airport,MTP,KMTP,United States,41.074444,-71.923615
Montbeliard Courcelles Airport,QFR,LFSM,France,47.486725,6.792233
Monte Alegre Airport,MTE,SNMA,Brazil,-1.9958,-54.0742
Monte Carlo Monaco Heliport,MCM,LNMC,Monaco,43.725552,7.420278
Monte Dourado Serra do Areao Airport,MEU,SBMD,Brazil,-0.889839,-52.6022
Montego Bay Sangster International Airport,MBJ,MKJS,Jamaica,18.50371,-77.9133
Montelibano Airport,MTB,SKML,Colombia,7.971793,-75.43264
Monterey Regional Airport,MRY,KMRY,United States,36.587002,-121.842003
Monteria Los Garzones Airport,MTR,SKMR,Colombia,8.823678,-75.825897
Monterrey Del Norte International Airport,NTR,MMAN,Mexico,25.86557,-100.237
Monterrey International Airport,MTY,MMMY,Mexico,25.778481,-100.106003
Montes Claros Airport,MOC,SBMK,Brazil,-16.7069,-43.818901
Montevideo Carrasco International Airport,MVD,SUMU,Uruguay,-34.838402,-56.0308
Montevideo Chippewa County Airport,MVE,KMVE,United States,44.968861,-95.710358
Montgomery Maxwell Air Force Base,MXF,KMXF,United States,32.38065,-86.365334
Montgomery Orange County Airport,MGJ,KMGJ,United States,41.516666,-74.26667
Montgomery Regional Airport,MGM,KMGM,United States,32.300629,-86.393898
Monticello Municipal Airport,MXO,KMXO,United States,42.22028,-91.16333
Monticello Sullivan County International Airport,MSV,KMSV,United States,41.701389,-74.794998
Montlucon Gueret Airport,MCU,LFBK,France,46.223827,2.363722
Monto Airport,MNQ,YMTO,Australia,-24.8923,151.101761
Montpellier Mediterranee Airport,MPL,LFMT,France,43.58028,3.96744
Montreal Metropolitan Airport,YHU,CYHU,Canada,45.517952,-73.418144
Montreal Mirabel International Airport,YMX,CYMX,Canada,45.681938,-74.005203
Montreal Pierre Elliott Trudeau Airport,YUL,CYUL,Canada,45.470551,-73.740799
Montrose Regional Airport,MTJ,KMTJ,United States,38.509789,-107.893997
Montserrat John A. Osborne Airport,MNI,TRPG,Montserrat,16.791109,-62.193001
Monywa Airport,NYW,VYMY,Myanmar (Burma),22.22151,95.093979
Moomba Airport,MOO,YOOM,Australia,-28.0994,140.197006
Moorea Airport,MOZ,NTTM,French Polynesia,-17.489901,-149.761002
Moose Jaw Municipal Airport,YMJ,CYMJ,Canada,50.330269,-105.558998
Moosonee Airport,YMO,CYMO,Canada,51.289555,-80.606926
Mora Siljan Airport,MXX,ESKM,Sweden,60.957901,14.51138
Moradabad Airport,MZS,VIMB,India,28.817505,78.927567
Moranbah Airport,MOV,YMRB,Australia,-22.059168,148.076492
Morawa Airport,MWB,YMRW,Australia,-29.202637,116.022049
Moree Airport,MRZ,YMOR,Australia,-29.496346,149.850189
Morelia International Airport,MLM,MMMM,Mexico,19.849939,-101.025002
Morganton Foothills Regional Airport,MRN,KMRN,United States,35.82,-81.610001
Morgantown Municipal Airport,MGW,KMGW,United States,39.642776,-79.915833
Morlaix Ploujean Airport,MXN,LFRU,France,48.600739,-3.81666
Mornington Island Airport,ONG,YMTI,Australia,-16.66,139.169998
Moro Airport,MXH,AYMR,Papua New Guinea,-6.36333,143.238007
Moron Air Base,OZP,LEMO,Spain,37.174774,-5.615983
Morondava Airport,MOQ,FMMV,Madagascar,-20.2847,44.317612
Moroni Prince Said Ibrahim International Airport,HAH,FMCH,Comoros,-11.5336,43.271851
Morotai Leo Wattimena Airport,OTI,WAEW,Indonesia,2.045992,128.324707
Morowali IMIP Airport,MWS,WAMP,Indonesia,-2.79929,122.141335
Morowali Maleo Airport,MOH,WAFO,Indonesia,-2.202111,121.661797
Morrilton Municipal Airport,QLQ,KBDQ,United States,35.136169,-92.713364
Morrilton Petit Jean Park Airport,MPJ,KMPJ,United States,35.139229,-92.909027
Morris Municipal Airport,MOX,KMOX,United States,45.583332,-95.916664
Morristown Municipal Airport,MMU,KMMU,United States,40.799168,-74.415833
Morristown Regional Airport,MOR,KMOR,United States,36.180321,-83.375557
Morrisville Stowe State Airport,MVL,KMVL,United States,44.537231,-72.614136
Moruya Airport,MYA,YMRY,Australia,-35.897701,150.144394
Morwell Latrobe Regional Airport,TGN,YLTV,Australia,-38.207199,146.470001
Mosby Midwest National Air Center Airport,QTH,KGPH,United States,39.332706,-94.309555
Moscow Chkalovskiy Airport,CKL,UUMU,Russia,55.880695,38.054661
Moscow Domodedovo International Airport,DME,UUDD,Russia,55.408779,37.906311
Moscow Ostafyevo International Airport,OSF,UUMO,Russia,55.5075,37.502499
Moscow Sheremetyevo International Airport,SVO,UUEE,Russia,55.972641,37.414581
Moscow Vnukovo International Airport,VKO,UUWW,Russia,55.59153,37.261478
Moscow Zhukovsky Airport,ZIA,UUBW,Russia,55.555954,38.143429
Moses Lake Grant County International Airport,MWH,KMWH,United States,47.20858,-119.319
Mosjoen Airport,MJF,ENMS,Norway,65.783989,13.21491
Mossel Bay Airport,MZY,FAMO,South Africa,-34.158405,22.056753
Mossoro Airport,MVF,SBMS,Brazil,-5.20192,-37.3643
Mostar International Airport,OMO,LQMO,Bosnia And Herzegovina,43.282902,17.845869
Mosul International Airport,OSM,ORBM,Iraq,36.306339,43.147106
Motueka Airport,MZP,NZMK,New Zealand,-41.120907,172.99118
Moulins Montbeugny Airport,XMU,LFHY,France,46.534443,3.421667
Moultrie Municipal Airport,MGR,KMGR,United States,31.069445,-83.80278
Mount Clemens Selfridge Air National Guard Base,MTC,KMTC,United States,42.612206,-82.836937
Mount Cook Airport,MON,NZGT,New Zealand,-43.765991,170.134521
Mount Gambier Airport,MGB,YMTG,Australia,-37.740002,140.779999
Mount Hagen Airport,HGU,AYMH,Papua New Guinea,-5.82678,144.295807
Mount Holland Airport,QBH,YMHL,Australia,-32.109432,119.760208
Mount Holly South Jersey Regional Airport,LLY,KVAY,United States,39.94278,-74.845833
Mount Hotham Airport,MHU,YHOT,Australia,-37.047623,147.334106
Mount House Airport,MHO,YMHO,Australia,-17.052313,125.712189
Mount Isa Airport,ISA,YBMA,Australia,-20.663799,139.488602
Mount Keith Airport,WME,YMNE,Australia,-27.2864,120.555
Mount Magnet Airport,MMG,YMOG,Australia,-28.110001,117.839996
Mount Pleasant Airport,MPN,EGYP,Falkland Islands (Malvinas),-51.822701,-58.447201
Mount Pleasant Municipal Airport,MPZ,KMPZ,United States,40.94812,-91.512161
Mount Pleasant Municipal Airport,MOP,KMOP,United States,43.621422,-84.735214
Mount Pleasant Regional Airport,QNL,KLRO,United States,32.897472,-79.782761
Mount Pocono Municipal Airport,MPO,KMPO,United States,41.133331,-75.366669
Mount Vernon Airport,MVN,KMVN,United States,38.323055,-88.858612
Mountain Home Ozark Regional Airport,WMH,KBPK,United States,36.3689,-92.470497
Mountain View Moffett Federal Airfield,NUQ,KNUQ,United States,37.416176,-122.048019
Mountain Village Airport,MOU,PAMO,United States,62.095402,-163.682007
Mpanda Airport,NPY,HTMP,Tanzania,-6.355285,31.084045
Mthatha Airport,UTT,FAUT,South Africa,-31.547899,28.67428
Mtwara Airport,MYW,HTMT,Tanzania,-10.339,40.181782
Muan International Airport,MWX,RKJB,South Korea,34.991379,126.382698
Muanda Airport,MNB,FZAG,Democratic Republic Of The Congo,-5.930583,12.351394
Muang Xay Oudomsay Airport,ODY,VLOS,Laos,20.681999,101.993103
Muara Bungo Airport,BUU,WIJB,Indonesia,-1.542328,102.182434
Muara Teweh Haji Muhammad Sidik Airport,HMS,WAGB,Indonesia,-1.025762,114.928772
Muccan Station Airport,MUQ,YMUC,Australia,-20.658758,120.06694
Mucuri Airport,MVS,SNMU,Brazil,-18.048687,-39.864189
Mudanjiang Hailang Airport,MDG,ZYMD,China,44.52401,129.568497
Mudgee Airport,DGE,YMDG,Australia,-32.5625,149.610992
Muir Army Airfield,MUI,KMUI,United States,40.435089,-76.568817
Mukah Airport,MKM,WBGK,Malaysia,2.906944,112.074997
Mukalla Riyan Airport,RIY,OYRN,Yemen,14.66263,49.375019
Mukomuko Airport,MPC,WIPU,Indonesia,-2.543168,101.089478
Muli Airport,MUM,VRKM,Maldives,2.911039,73.583656
Mulia Airport,LII,WABQ,Indonesia,-3.701626,137.959457
Mullewa Airport,MXU,YMWA,Australia,-28.474056,115.517426
Multan International Airport,MUX,OPMT,Pakistan,30.20322,71.419113
Mulu Airport,MZV,WBMU,Malaysia,4.050214,114.809189
Mumbai Chhatrapati Shivaji International Airport,BOM,VABB,India,19.08868,72.867912
Muncie Delaware County Airport,MIE,KMIE,United States,40.239723,-85.394447
Munda Airport,MUA,AGGM,Solomon Islands,-8.32796,157.263
Mungalalu Truscott Airport,TTX,YTST,Australia,-14.089722,126.380836
Mungeranie Airport,MNE,YMUG,Australia,-28.008858,138.656876
Munich Airport,MUC,EDDM,Germany,48.353779,11.78608
Munster Osnabruck International Airport,FMO,EDDG,Germany,52.13464,7.684831
Munster Telgte Airport,QCT,EDLT,Germany,51.944511,7.774341
Murcia Corvera International Airport,RMU,LEMI,Spain,37.803268,-1.124536
Murcia San Javier Airport,MJV,LELC,Spain,37.774708,-0.812308
Muret Lherm Airport,QFB,LFBR,France,43.448864,1.264554
Murfreesboro Municipal Airport,QSM,KMBT,United States,35.877914,-86.377502
Murmansk Airport,MMK,ULMM,Russia,68.78167,32.75082
Murray Calloway County Airport,CEY,KCEY,United States,36.664616,-88.372742
Murray Island Airport,MYI,YMAE,Australia,-9.914747,144.054504
Murrieta French Valley Airport,RBK,KF70,United States,33.57486,-117.128296
Murrin Murrin Airport,WUI,YMMI,Australia,-28.704733,121.890511
Murun Airport,MXV,ZMMN,Mongolia,49.6633,100.098999
Mus Airport,MSR,LTCK,Turkey,38.747761,41.661228
Muscat International Airport,MCT,OOMS,Oman,23.593269,58.284439
Muscatine Municipal Airport,MUT,KMUT,United States,41.366669,-91.144997
Muscle Shoals Northwest Alabama Regional Airport,MSL,KMSL,United States,34.740002,-87.610001
Muskegon County Airport,MKG,KMKG,United States,43.169479,-86.238197
Muskogee Davis Field Airport,MKO,KMKO,United States,35.653721,-95.358253
Muskoka Airport,YQA,CYQA,Canada,44.97472,-79.303299
Muskrat Dam Airport,MSA,CZMD,Canada,53.441368,-91.763
Musoma Airport,MUZ,HTMU,Tanzania,-1.5025,33.801941
Mustique Airport,MQS,TVSM,Saint Vincent And The Grenadines,12.88794,-61.180099
Mutare Airport,UTA,FVGR,Zimbabwe,-18.996964,32.627071
Muynak Airport,MOK,UZNM,Uzbekistan,43.754902,59.03178
Mwanza Airport,MWZ,HTMW,Tanzania,-2.44448,32.932659
Myeik Airport,MGZ,VYME,Myanmar (Burma),12.43979,98.621468
Myitkyina Airport,MYT,VYMK,Myanmar (Burma),25.382835,97.352791
Mykolaiv International Airport,NLV,UKON,Ukraine,47.057899,31.9198
Mykonos Island National Airport,JMK,LGMK,Greece,37.43512,25.348101
Myrtle Beach International Airport,MYR,KMYR,United States,33.679749,-78.928299
Mysore Airport,MYQ,VOMY,India,12.229991,76.653
Mytilene International Airport,MJT,LGMT,Greece,39.057144,26.599037
N'Dele Airport,NDL,FEFN,Central African Republic,8.427558,20.634949
N'Djamena International Airport,NDJ,FTTJ,Chad,12.13368,15.03401
Naberezhnye Chelny Begishevo Airport,NBC,UWKE,Russia,55.564125,52.103409
Nabire Airport,NBX,WABI,Indonesia,-3.36818,135.496399
Nacala Airport,MNC,FQNC,Mozambique,-14.4882,40.71225
Nacogdoches Airport,OCH,KOCH,United States,31.578176,-94.709999
Nadi International Airport,NAN,NFFN,Fiji,-17.755301,177.443298
Nador International Airport,NDR,GMMW,Morocco,34.988888,-3.028333
Nadym Airport,NYM,USMM,Russia,65.481659,72.698883
Naga Airport,WNP,RPUN,Philippines,13.587222,123.269997
Nagasaki Airport,NGS,RJFU,Japan,32.916939,129.913605
